Working,Edition,Sub-Edition,Week Age,Reserve Type,Grand Total,Distribution Channel,Territory,Sub Territory,Week Ending Date,Original Name,Title,Reserve Level,Original Retailer Name,Relative Week,Retailer,Comments,Released?,Title with Platform,Brand,Installment,Platform Type,Platform,Release Date,IPC Segment
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 PC,RPG 123 PC,102,UBISOFT,11,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 GOLD PC,RPG 123 GOLD PC,651,STEAM,11,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 GOLD PC,RPG 123 GOLD PC,254,UBISOFT,11,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,344,STEAM,11,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,129,UBISOFT,11,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,1691,SONY,11,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,161,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 PS4,RPG 123 PS4,1862,SONY,11,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 PS4,RPG 123 PS4,35,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Order,Grand Total,Digital,USA,USA,8/12/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,4622,MICROSOFT,11,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,47,UBISOFT,11,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Order,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,3276,MICROSOFT,11,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,134,UBISOFT,11,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,683,SONY,11,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,130,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,42,UBISOFT,11,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,2549,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,78,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,84,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,26,UBISOFT,11,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,USA,USA,8/12/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,1341,UBISOFT,11,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-31,Pre-Order,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,299,MICROSOFT,11,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 PC,RPG 123 PC,9,STEAM,11,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 PC,RPG 123 PC,1,UBISOFT,11,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 GOLD PC,RPG 123 GOLD PC,21,STEAM,11,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 GOLD PC,RPG 123 GOLD PC,3,UBISOFT,11,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,1,STEAM,11,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,2,UBISOFT,11,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,26,SONY,11,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 PS4,RPG 123 PS4,30,SONY,11,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-31,Pre-Order,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,56,MICROSOFT,11,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Order,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,63,MICROSOFT,11,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,10,SONY,11,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,1,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,3,UBISOFT,11,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-31,Pre-Purchase,Grand Total,Digital,LATAM,MEX,8/12/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,11,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 SD 10/27150076,RPG 123 XBOX ONE,20621,GameStop,10,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 SD 10/27150077,RPG 123 PS4,29937,GameStop,10,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 Dlx SD 10/27150078,RPG 123 DELUXE XBOX ONE,12903,GameStop,10,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 Dlx SD 10/27150079,RPG 123 DELUXE PS4,17576,GameStop,10,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 STEELBOOK GOLD EDITION PS4,RPG 123 GOLD PS4,921,Best Buy,10,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 PS4,RPG 123 PS4,901,Best Buy,10,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 STEELBOOK GOLD EDITION Xbox One,RPG 123 GOLD XBOX ONE,747,Best Buy,10,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 Xbox One,RPG 123 XBOX ONE,736,Best Buy,10,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 DELUXE EDITION Xbox One,RPG 123 DELUXE XBOX ONE,293,Best Buy,10,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,284,Best Buy,10,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 GODS Collector’s Edition – PlayStation 4,RPG 123 COLLECTOR EDITION PS4,2870,Amazon,10,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 GODS Collector’s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,1603,Amazon,10,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 - PlayStation 4,RPG 123 PS4,3835,Amazon,10,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,2400,Amazon,10,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,2605,Amazon,10,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,1678,Amazon,10,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,3727,Amazon,10,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,2452,Amazon,10,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,528,Target,10,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,536,Target,10,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 DELUXE XB1,RPG 123 DELUXE XBOX ONE,13,Target,10,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 DELUXE PS4,RPG 123 DELUXE PS4,9,Target,10,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 XB1,RPG 123 XBOX ONE,11,Target,10,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,USA,USA,8/19/17,RPG 123 PS4,RPG 123 PS4,15,Target,10,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 - PlayStation 4,RPG 123 PS4,157,Videotron,10,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,85,Videotron,10,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,32,Videotron,10,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,25,Videotron,10,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,43,Videotron,10,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,30,Videotron,10,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 - PlayStation 4,RPG 123 PS4,2054,EB,10,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,1053,EB,10,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,1009,EB,10,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,539,EB,10,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,1756,EB,10,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,991,EB,10,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 - PlayStation 4,RPG 123 PS4,248,BBY,10,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,138,BBY,10,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,103,BBY,10,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,77,BBY,10,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,156,BBY,10,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Retail,CAN,CAN,8/19/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,83,BBY,10,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,337,MICROSOFT,10,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 PC,RPG 123 PC,52,STEAM,10,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 PC,RPG 123 PC,11,UBISOFT,10,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 GOLD PC,RPG 123 GOLD PC,147,STEAM,10,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 GOLD PC,RPG 123 GOLD PC,44,UBISOFT,10,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,13,STEAM,10,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,2,UBISOFT,10,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,118,SONY,10,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 PS4,RPG 123 PS4,202,SONY,10,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Order,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,248,MICROSOFT,10,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Order,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,76,MICROSOFT,10,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Purchase,Grand Total,Digital,LATAM,BRA,8/19/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,46,SONY,10,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-30,Pre-Order,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,963,MICROSOFT,10,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,31,UBISOFT,10,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 PC,RPG 123 PC,96,STEAM,10,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 PC,RPG 123 PC,20,UBISOFT,10,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 GOLD PC,RPG 123 GOLD PC,165,STEAM,10,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 GOLD PC,RPG 123 GOLD PC,61,UBISOFT,10,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,85,STEAM,10,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,30,UBISOFT,10,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-30,Pre-Purchase,Grand Total,Digital,CAN,CAN,8/19/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,480,SONY,10,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
