,Edition,Channel,Region,Installment,Platform,RelativeWeek,ReservesLevel
28311,Standard,Retail,USA,Flag,PS4,60,630
28312,Standard,Retail,USA,Flag,PS4,61,639
28313,Standard,Retail,USA,Flag,PS4,62,638
28314,Standard,Retail,USA,Flag,PS4,63,638
28315,Standard,Retail,USA,Flag,PS4,64,635
28316,Standard,Retail,USA,Flag,PS4,65,638
28317,Standard,Retail,USA,Flag,PS4,66,642
28318,Standard,Retail,USA,Flag,PS4,67,636
28319,Standard,Retail,USA,Flag,PS4,68,622
28320,Standard,Retail,USA,Flag,PS4,69,612
28321,Standard,Retail,USA,Flag,PS4,70,591
28322,Standard,Retail,USA,Flag,PS4,71,567
28323,Standard,Retail,USA,Flag,PS4,72,529
28324,Standard,Retail,USA,Flag,PS4,73,503
28325,Standard,Retail,USA,Flag,PS4,74,454
28326,Standard,Retail,USA,Flag,PS4,75,410
28327,Standard,Retail,USA,Flag,PS4,76,350
28328,Standard,Retail,USA,Flag,PS4,77,217
28329,Standard,Retail,USA,Flag,XBOX ONE,0,86510
28330,Standard,Retail,USA,Flag,XBOX ONE,1,85748
28331,Standard,Retail,USA,Flag,XBOX ONE,2,78882
28332,Standard,Retail,USA,Flag,XBOX ONE,3,76219
28333,Standard,Retail,USA,Flag,XBOX ONE,4,75014
28334,Standard,Retail,USA,Flag,XBOX ONE,5,74561
28335,Standard,Retail,USA,Flag,XBOX ONE,6,74350
28336,Standard,Retail,USA,Flag,XBOX ONE,7,73885
28337,Standard,Retail,USA,Flag,XBOX ONE,8,73348
28338,Standard,Retail,USA,Flag,XBOX ONE,9,72640
28339,Standard,Retail,USA,Flag,XBOX ONE,10,70691
28340,Standard,Retail,USA,Flag,XBOX ONE,11,66068
28341,Standard,Retail,USA,Flag,XBOX ONE,12,64390
28342,Standard,Retail,USA,Flag,XBOX ONE,13,63270
28343,Standard,Retail,USA,Flag,XBOX ONE,14,61959
28344,Standard,Retail,USA,Flag,XBOX ONE,15,60281
28345,Standard,Retail,USA,Flag,XBOX ONE,16,58552
28346,Standard,Retail,USA,Flag,XBOX ONE,17,56864
28347,Standard,Retail,USA,Flag,XBOX ONE,18,55401
28348,Standard,Retail,USA,Flag,XBOX ONE,19,54138
28349,Standard,Retail,USA,Flag,XBOX ONE,20,52985
28350,Standard,Retail,USA,Flag,XBOX ONE,21,51887
28351,Standard,Retail,USA,Flag,XBOX ONE,22,50583
28352,Standard,Retail,USA,Flag,XBOX ONE,23,49115
28353,Standard,Retail,USA,Flag,XBOX ONE,24,46920
28354,Standard,Retail,USA,Flag,XBOX ONE,25,44640
28355,Standard,Retail,USA,Flag,XBOX ONE,26,43526
28356,Standard,Retail,USA,Flag,XBOX ONE,27,42050
28357,Standard,Retail,USA,Flag,XBOX ONE,28,40920
28358,Standard,Retail,USA,Flag,XBOX ONE,29,39520
28359,Standard,Retail,USA,Flag,XBOX ONE,30,38285
28360,Standard,Retail,USA,Flag,XBOX ONE,31,36664
28361,Standard,Retail,USA,Flag,XBOX ONE,32,33568
28362,Standard,Retail,USA,Flag,XBOX ONE,33,29668
28363,Standard,Retail,USA,Flag,XBOX ONE,34,22408
28364,Standard,Retail,USA,Flag,XBOX ONE,35,15000
28365,Standard,Retail,USA,Flag,XBOX ONE,36,7671
28366,Standard,Retail,USA,Flag,XBOX ONE,37,3120
28367,Standard,Retail,USA,Flag,XBOX ONE,38,1405
28368,Standard,Retail,USA,Flag,XBOX ONE,39,1066
28369,Standard,Retail,USA,Flag,XBOX ONE,40,1053
28370,Standard,Retail,USA,Flag,XBOX ONE,41,1041
28371,Standard,Retail,USA,Flag,XBOX ONE,42,992
28372,Standard,Retail,USA,Flag,XBOX ONE,43,788
28373,Standard,Retail,USA,Flag,XBOX ONE,44,781
28374,Standard,Retail,USA,Flag,XBOX ONE,45,785
28375,Standard,Retail,USA,Flag,XBOX ONE,46,782
28376,Standard,Retail,USA,Flag,XBOX ONE,47,768
28377,Standard,Retail,USA,Flag,XBOX ONE,48,767
28378,Standard,Retail,USA,Flag,XBOX ONE,49,765
28379,Standard,Retail,USA,Flag,XBOX ONE,50,735
28380,Standard,Retail,USA,Flag,XBOX ONE,51,699
28381,Standard,Retail,USA,Flag,XBOX ONE,52,680
28382,Standard,Retail,USA,Flag,XBOX ONE,53,652
28383,Standard,Retail,USA,Flag,XBOX ONE,54,630
28384,Standard,Retail,USA,Flag,XBOX ONE,55,624
28385,Standard,Retail,USA,Flag,XBOX ONE,56,607
28386,Standard,Retail,USA,Flag,XBOX ONE,57,607
28387,Standard,Retail,USA,Flag,XBOX ONE,58,603
28388,Standard,Retail,USA,Flag,XBOX ONE,59,678
28389,Standard,Retail,USA,Flag,XBOX ONE,60,612
28390,Standard,Retail,USA,Flag,XBOX ONE,61,611
28391,Standard,Retail,USA,Flag,XBOX ONE,62,596
28392,Standard,Retail,USA,Flag,XBOX ONE,63,594
28393,Standard,Retail,USA,Flag,XBOX ONE,64,586
28394,Standard,Retail,USA,Flag,XBOX ONE,65,573
28395,Standard,Retail,USA,Flag,XBOX ONE,66,560
28396,Standard,Retail,USA,Flag,XBOX ONE,67,557
28397,Standard,Retail,USA,Flag,XBOX ONE,68,536
28398,Standard,Retail,USA,Flag,XBOX ONE,69,516
28399,Standard,Retail,USA,Flag,XBOX ONE,70,490
28400,Standard,Retail,USA,Flag,XBOX ONE,71,482
28401,Standard,Retail,USA,Flag,XBOX ONE,72,452
28402,Standard,Retail,USA,Flag,XBOX ONE,73,413
28403,Standard,Retail,USA,Flag,XBOX ONE,74,361
28404,Standard,Retail,USA,Flag,XBOX ONE,75,329
28405,Standard,Retail,USA,Flag,XBOX ONE,76,276
28406,Standard,Retail,USA,Flag,XBOX ONE,77,165
28407,Standard,Retail,USA,Gems,PC,1,17
28408,Standard,Retail,USA,Gems,PC,2,13
28409,Standard,Retail,USA,Gems,PC,3,9
28410,Standard,Retail,USA,Gems,PC,4,7
28411,Standard,Retail,USA,Gems,PC,5,3
28412,Standard,Retail,USA,Hunter,PC,0,16872
28413,Standard,Retail,USA,Hunter,PC,1,16311
28414,Standard,Retail,USA,Hunter,PC,2,15246
28415,Standard,Retail,USA,Hunter,PC,3,14850
28416,Standard,Retail,USA,Hunter,PC,4,14695
28417,Standard,Retail,USA,Hunter,PC,5,14698
28418,Standard,Retail,USA,Hunter,PC,6,15453
28419,Standard,Retail,USA,Hunter,PC,7,12947
28420,Standard,Retail,USA,Hunter,PC,8,3764
28421,Standard,Retail,USA,Hunter,PC,9,2853
28422,Standard,Retail,USA,Hunter,PC,10,2649
28423,Standard,Retail,USA,Hunter,PC,11,2543
28424,Standard,Retail,USA,Hunter,PC,12,2438
28425,Standard,Retail,USA,Hunter,PC,13,2400
28426,Standard,Retail,USA,Hunter,PC,14,2245
28427,Standard,Retail,USA,Hunter,PC,15,2175
28428,Standard,Retail,USA,Hunter,PC,16,2113
28429,Standard,Retail,USA,Hunter,PC,17,2060
28430,Standard,Retail,USA,Hunter,PC,18,1982
28431,Standard,Retail,USA,Hunter,PC,19,1938
28432,Standard,Retail,USA,Hunter,PC,20,1907
28433,Standard,Retail,USA,Hunter,PC,21,1834
28434,Standard,Retail,USA,Hunter,PC,22,1828
28435,Standard,Retail,USA,Hunter,PC,23,1814
28436,Standard,Retail,USA,Hunter,PC,24,1794
28437,Standard,Retail,USA,Hunter,PC,25,1793
28438,Standard,Retail,USA,Hunter,PC,26,1801
28439,Standard,Retail,USA,Hunter,PC,27,1792
28440,Standard,Retail,USA,Hunter,PC,28,1754
28441,Standard,Retail,USA,Hunter,PC,29,1621
28442,Standard,Retail,USA,Hunter,PC,30,1595
28443,Standard,Retail,USA,Hunter,PC,31,1589
28444,Standard,Retail,USA,Hunter,PC,32,1574
28445,Standard,Retail,USA,Hunter,PC,33,1567
28446,Standard,Retail,USA,Hunter,PC,34,1571
28447,Standard,Retail,USA,Hunter,PC,35,1553
28448,Standard,Retail,USA,Hunter,PC,36,1516
28449,Standard,Retail,USA,Hunter,PC,37,1474
28450,Standard,Retail,USA,Hunter,PC,38,1403
28451,Standard,Retail,USA,Hunter,PC,39,1183
28452,Standard,Retail,USA,Hunter,PC,40,1174
28453,Standard,Retail,USA,Hunter,PC,41,1167
28454,Standard,Retail,USA,Hunter,PC,42,1158
28455,Standard,Retail,USA,Hunter,PC,43,1140
28456,Standard,Retail,USA,Hunter,PC,44,1122
28457,Standard,Retail,USA,Hunter,PC,45,1109
28458,Standard,Retail,USA,Hunter,PC,46,1093
28459,Standard,Retail,USA,Hunter,PC,47,1072
28460,Standard,Retail,USA,Hunter,PC,48,1050
28461,Standard,Retail,USA,Hunter,PC,49,1028
28462,Standard,Retail,USA,Hunter,PC,50,1015
28463,Standard,Retail,USA,Hunter,PC,51,957
28464,Standard,Retail,USA,Hunter,PC,52,924
28465,Standard,Retail,USA,Hunter,PC,53,896
28466,Standard,Retail,USA,Hunter,PC,54,876
28467,Standard,Retail,USA,Hunter,PC,55,855
28468,Standard,Retail,USA,Hunter,PC,56,841
28469,Standard,Retail,USA,Hunter,PC,57,810
28470,Standard,Retail,USA,Hunter,PC,58,795
28471,Standard,Retail,USA,Hunter,PC,59,778
28472,Standard,Retail,USA,Hunter,PC,60,757
28473,Standard,Retail,USA,Hunter,PC,61,742
28474,Standard,Retail,USA,Hunter,PC,62,725
28475,Standard,Retail,USA,Hunter,PC,63,719
28476,Standard,Retail,USA,Hunter,PC,64,696
28477,Standard,Retail,USA,Hunter,PC,65,672
28478,Standard,Retail,USA,Hunter,PC,66,652
28479,Standard,Retail,USA,Hunter,PC,67,635
28480,Standard,Retail,USA,Hunter,PC,68,632
28481,Standard,Retail,USA,Hunter,PC,69,629
28482,Standard,Retail,USA,Hunter,PC,70,615
28483,Standard,Retail,USA,Hunter,PC,71,594
28484,Standard,Retail,USA,Hunter,PC,72,588
28485,Standard,Retail,USA,Hunter,PC,73,575
28486,Standard,Retail,USA,Hunter,PC,74,555
28487,Standard,Retail,USA,Hunter,PC,75,544
28488,Standard,Retail,USA,Hunter,PC,76,514
28489,Standard,Retail,USA,Hunter,PC,77,510
28490,Standard,Retail,USA,Hunter,PC,78,499
28491,Standard,Retail,USA,Hunter,PC,79,473
28492,Standard,Retail,USA,Hunter,PC,80,466
28493,Standard,Retail,USA,Hunter,PC,81,450
28494,Standard,Retail,USA,Hunter,PC,82,427
28495,Standard,Retail,USA,Hunter,PC,83,409
28496,Standard,Retail,USA,Hunter,PC,84,387
28497,Standard,Retail,USA,Hunter,PC,85,371
28498,Standard,Retail,USA,Hunter,PC,86,353
28499,Standard,Retail,USA,Hunter,PC,87,329
28500,Standard,Retail,USA,Hunter,PC,88,312
28501,Standard,Retail,USA,Hunter,PC,89,275
28502,Standard,Retail,USA,Hunter,PC,90,241
28503,Standard,Retail,USA,Hunter,PC,91,164
28504,Standard,Retail,USA,Hunter,PS4,0,298160
28505,Standard,Retail,USA,Hunter,PS4,1,261264
28506,Standard,Retail,USA,Hunter,PS4,2,208346
28507,Standard,Retail,USA,Hunter,PS4,3,179987
28508,Standard,Retail,USA,Hunter,PS4,4,168875
28509,Standard,Retail,USA,Hunter,PS4,5,159576
28510,Standard,Retail,USA,Hunter,PS4,6,152537
28511,Standard,Retail,USA,Hunter,PS4,7,102340
28512,Standard,Retail,USA,Hunter,PS4,8,81093
28513,Standard,Retail,USA,Hunter,PS4,9,64651
28514,Standard,Retail,USA,Hunter,PS4,10,56575
28515,Standard,Retail,USA,Hunter,PS4,11,52662
28516,Standard,Retail,USA,Hunter,PS4,12,50489
28517,Standard,Retail,USA,Hunter,PS4,13,48594
28518,Standard,Retail,USA,Hunter,PS4,14,46600
28519,Standard,Retail,USA,Hunter,PS4,15,44179
28520,Standard,Retail,USA,Hunter,PS4,16,43296
28521,Standard,Retail,USA,Hunter,PS4,17,42513
28522,Standard,Retail,USA,Hunter,PS4,18,41819
28523,Standard,Retail,USA,Hunter,PS4,19,41451
28524,Standard,Retail,USA,Hunter,PS4,20,41104
28525,Standard,Retail,USA,Hunter,PS4,21,40690
28526,Standard,Retail,USA,Hunter,PS4,22,40316
28527,Standard,Retail,USA,Hunter,PS4,23,39649
28528,Standard,Retail,USA,Hunter,PS4,24,39326
28529,Standard,Retail,USA,Hunter,PS4,25,38966
28530,Standard,Retail,USA,Hunter,PS4,26,38644
28531,Standard,Retail,USA,Hunter,PS4,27,38338
28532,Standard,Retail,USA,Hunter,PS4,28,38021
28533,Standard,Retail,USA,Hunter,PS4,29,37520
28534,Standard,Retail,USA,Hunter,PS4,30,36868
28535,Standard,Retail,USA,Hunter,PS4,31,36349
28536,Standard,Retail,USA,Hunter,PS4,32,35796
28537,Standard,Retail,USA,Hunter,PS4,33,35237
28538,Standard,Retail,USA,Hunter,PS4,34,34734
28539,Standard,Retail,USA,Hunter,PS4,35,34122
28540,Standard,Retail,USA,Hunter,PS4,36,33224
28541,Standard,Retail,USA,Hunter,PS4,37,31967
28542,Standard,Retail,USA,Hunter,PS4,38,30025
28543,Standard,Retail,USA,Hunter,PS4,39,27566
28544,Standard,Retail,USA,Hunter,PS4,40,27415
28545,Standard,Retail,USA,Hunter,PS4,41,27152
28546,Standard,Retail,USA,Hunter,PS4,42,27028
28547,Standard,Retail,USA,Hunter,PS4,43,26559
28548,Standard,Retail,USA,Hunter,PS4,44,26315
28549,Standard,Retail,USA,Hunter,PS4,45,26014
28550,Standard,Retail,USA,Hunter,PS4,46,25733
28551,Standard,Retail,USA,Hunter,PS4,47,24969
28552,Standard,Retail,USA,Hunter,PS4,48,24352
28553,Standard,Retail,USA,Hunter,PS4,49,23834
28554,Standard,Retail,USA,Hunter,PS4,50,23208
28555,Standard,Retail,USA,Hunter,PS4,51,22441
28556,Standard,Retail,USA,Hunter,PS4,52,21874
28557,Standard,Retail,USA,Hunter,PS4,53,21350
28558,Standard,Retail,USA,Hunter,PS4,54,20736
28559,Standard,Retail,USA,Hunter,PS4,55,20057
28560,Standard,Retail,USA,Hunter,PS4,56,19513
28561,Standard,Retail,USA,Hunter,PS4,57,18637
28562,Standard,Retail,USA,Hunter,PS4,58,18206
28563,Standard,Retail,USA,Hunter,PS4,59,17707
28564,Standard,Retail,USA,Hunter,PS4,60,17336
28565,Standard,Retail,USA,Hunter,PS4,61,16826
28566,Standard,Retail,USA,Hunter,PS4,62,16503
28567,Standard,Retail,USA,Hunter,PS4,63,15650
28568,Standard,Retail,USA,Hunter,PS4,64,15193
28569,Standard,Retail,USA,Hunter,PS4,65,14482
28570,Standard,Retail,USA,Hunter,PS4,66,13840
28571,Standard,Retail,USA,Hunter,PS4,67,13425
28572,Standard,Retail,USA,Hunter,PS4,68,12940
28573,Standard,Retail,USA,Hunter,PS4,69,12665
28574,Standard,Retail,USA,Hunter,PS4,70,12454
28575,Standard,Retail,USA,Hunter,PS4,71,11972
28576,Standard,Retail,USA,Hunter,PS4,72,11781
28577,Standard,Retail,USA,Hunter,PS4,73,11618
28578,Standard,Retail,USA,Hunter,PS4,74,11426
28579,Standard,Retail,USA,Hunter,PS4,75,11272
28580,Standard,Retail,USA,Hunter,PS4,76,11099
28581,Standard,Retail,USA,Hunter,PS4,77,10949
28582,Standard,Retail,USA,Hunter,PS4,78,10776
28583,Standard,Retail,USA,Hunter,PS4,79,10628
28584,Standard,Retail,USA,Hunter,PS4,80,10508
28585,Standard,Retail,USA,Hunter,PS4,81,10291
28586,Standard,Retail,USA,Hunter,PS4,82,10062
28587,Standard,Retail,USA,Hunter,PS4,83,9876
28588,Standard,Retail,USA,Hunter,PS4,84,9565
28589,Standard,Retail,USA,Hunter,PS4,85,9144
28590,Standard,Retail,USA,Hunter,PS4,86,8850
28591,Standard,Retail,USA,Hunter,PS4,87,8457
28592,Standard,Retail,USA,Hunter,PS4,88,8027
28593,Standard,Retail,USA,Hunter,PS4,89,7557
28594,Standard,Retail,USA,Hunter,PS4,90,6923
28595,Standard,Retail,USA,Hunter,PS4,91,5687
28596,Standard,Retail,USA,Hunter,PS4,92,3515
28597,Standard,Retail,USA,Hunter,PS4,93,3490
28598,Standard,Retail,USA,Hunter,PS4,94,3497
28599,Standard,Retail,USA,Hunter,PS4,95,3498
28600,Standard,Retail,USA,Hunter,PS4,96,3501
28601,Standard,Retail,USA,Hunter,PS4,97,3477
28602,Standard,Retail,USA,Hunter,PS4,98,3450
28603,Standard,Retail,USA,Hunter,PS4,99,3368
28604,Standard,Retail,USA,Hunter,PS4,100,3731
28605,Standard,Retail,USA,Hunter,PS4,101,3632
28606,Standard,Retail,USA,Hunter,PS4,102,3633
28607,Standard,Retail,USA,Hunter,PS4,103,3599
28608,Standard,Retail,USA,Hunter,PS4,104,3843
28609,Standard,Retail,USA,Hunter,PS4,105,3205
28610,Standard,Retail,USA,Hunter,PS4,106,3191
28611,Standard,Retail,USA,Hunter,PS4,107,3159
28612,Standard,Retail,USA,Hunter,PS4,108,3157
28613,Standard,Retail,USA,Hunter,PS4,109,3073
28614,Standard,Retail,USA,Hunter,PS4,110,3065
28615,Standard,Retail,USA,Hunter,PS4,111,3006
28616,Standard,Retail,USA,Hunter,PS4,112,2981
28617,Standard,Retail,USA,Hunter,PS4,113,2939
28618,Standard,Retail,USA,Hunter,PS4,114,2910
28619,Standard,Retail,USA,Hunter,PS4,115,2884
28620,Standard,Retail,USA,Hunter,PS4,116,2745
28621,Standard,Retail,USA,Hunter,PS4,117,2591
28622,Standard,Retail,USA,Hunter,PS4,118,2441
28623,Standard,Retail,USA,Hunter,PS4,119,2291
28624,Standard,Retail,USA,Hunter,PS4,120,2158
28625,Standard,Retail,USA,Hunter,PS4,121,2034
28626,Standard,Retail,USA,Hunter,PS4,122,1773
28627,Standard,Retail,USA,Hunter,PS4,123,1678
28628,Standard,Retail,USA,Hunter,PS4,124,1679
28629,Standard,Retail,USA,Hunter,PS4,125,1640
28630,Standard,Retail,USA,Hunter,PS4,126,1599
28631,Standard,Retail,USA,Hunter,PS4,127,1563
28632,Standard,Retail,USA,Hunter,PS4,128,1503
28633,Standard,Retail,USA,Hunter,PS4,129,1484
28634,Standard,Retail,USA,Hunter,PS4,130,1456
28635,Standard,Retail,USA,Hunter,PS4,131,1410
28636,Standard,Retail,USA,Hunter,PS4,132,1383
28637,Standard,Retail,USA,Hunter,PS4,133,1286
28638,Standard,Retail,USA,Hunter,PS4,134,1219
28639,Standard,Retail,USA,Hunter,PS4,135,1158
28640,Standard,Retail,USA,Hunter,PS4,136,1084
28641,Standard,Retail,USA,Hunter,PS4,137,979
28642,Standard,Retail,USA,Hunter,PS4,138,876
28643,Standard,Retail,USA,Hunter,PS4,139,759
28644,Standard,Retail,USA,Hunter,PS4,140,580
28645,Standard,Retail,USA,Hunter,XBOX ONE,0,296265
28646,Standard,Retail,USA,Hunter,XBOX ONE,1,264524
28647,Standard,Retail,USA,Hunter,XBOX ONE,2,217071
28648,Standard,Retail,USA,Hunter,XBOX ONE,3,194975
28649,Standard,Retail,USA,Hunter,XBOX ONE,4,183543
28650,Standard,Retail,USA,Hunter,XBOX ONE,5,174734
28651,Standard,Retail,USA,Hunter,XBOX ONE,6,166529
28652,Standard,Retail,USA,Hunter,XBOX ONE,7,114045
28653,Standard,Retail,USA,Hunter,XBOX ONE,8,91808
28654,Standard,Retail,USA,Hunter,XBOX ONE,9,77929
28655,Standard,Retail,USA,Hunter,XBOX ONE,10,74003
28656,Standard,Retail,USA,Hunter,XBOX ONE,11,71033
28657,Standard,Retail,USA,Hunter,XBOX ONE,12,69077
28658,Standard,Retail,USA,Hunter,XBOX ONE,13,67166
28659,Standard,Retail,USA,Hunter,XBOX ONE,14,57503
28660,Standard,Retail,USA,Hunter,XBOX ONE,15,53846
28661,Standard,Retail,USA,Hunter,XBOX ONE,16,52659
28662,Standard,Retail,USA,Hunter,XBOX ONE,17,51626
28663,Standard,Retail,USA,Hunter,XBOX ONE,18,50815
28664,Standard,Retail,USA,Hunter,XBOX ONE,19,50365
28665,Standard,Retail,USA,Hunter,XBOX ONE,20,50059
28666,Standard,Retail,USA,Hunter,XBOX ONE,21,49680
28667,Standard,Retail,USA,Hunter,XBOX ONE,22,49365
28668,Standard,Retail,USA,Hunter,XBOX ONE,23,48902
28669,Standard,Retail,USA,Hunter,XBOX ONE,24,48601
28670,Standard,Retail,USA,Hunter,XBOX ONE,25,48353
28671,Standard,Retail,USA,Hunter,XBOX ONE,26,48046
28672,Standard,Retail,USA,Hunter,XBOX ONE,27,47748
28673,Standard,Retail,USA,Hunter,XBOX ONE,28,46987
28674,Standard,Retail,USA,Hunter,XBOX ONE,29,46507
28675,Standard,Retail,USA,Hunter,XBOX ONE,30,46057
28676,Standard,Retail,USA,Hunter,XBOX ONE,31,45523
28677,Standard,Retail,USA,Hunter,XBOX ONE,32,44905
28678,Standard,Retail,USA,Hunter,XBOX ONE,33,44221
28679,Standard,Retail,USA,Hunter,XBOX ONE,34,43600
28680,Standard,Retail,USA,Hunter,XBOX ONE,35,42916
28681,Standard,Retail,USA,Hunter,XBOX ONE,36,41731
28682,Standard,Retail,USA,Hunter,XBOX ONE,37,40072
28683,Standard,Retail,USA,Hunter,XBOX ONE,38,37496
28684,Standard,Retail,USA,Hunter,XBOX ONE,39,34167
28685,Standard,Retail,USA,Hunter,XBOX ONE,40,33930
28686,Standard,Retail,USA,Hunter,XBOX ONE,41,33698
28687,Standard,Retail,USA,Hunter,XBOX ONE,42,33451
28688,Standard,Retail,USA,Hunter,XBOX ONE,43,33036
28689,Standard,Retail,USA,Hunter,XBOX ONE,44,32776
28690,Standard,Retail,USA,Hunter,XBOX ONE,45,32336
28691,Standard,Retail,USA,Hunter,XBOX ONE,46,31778
28692,Standard,Retail,USA,Hunter,XBOX ONE,47,31203
28693,Standard,Retail,USA,Hunter,XBOX ONE,48,30476
28694,Standard,Retail,USA,Hunter,XBOX ONE,49,29944
28695,Standard,Retail,USA,Hunter,XBOX ONE,50,29384
28696,Standard,Retail,USA,Hunter,XBOX ONE,51,28659
28697,Standard,Retail,USA,Hunter,XBOX ONE,52,27736
28698,Standard,Retail,USA,Hunter,XBOX ONE,53,26974
28699,Standard,Retail,USA,Hunter,XBOX ONE,54,26298
28700,Standard,Retail,USA,Hunter,XBOX ONE,55,25630
28701,Standard,Retail,USA,Hunter,XBOX ONE,56,25070
28702,Standard,Retail,USA,Hunter,XBOX ONE,57,24100
28703,Standard,Retail,USA,Hunter,XBOX ONE,58,23578
28704,Standard,Retail,USA,Hunter,XBOX ONE,59,22985
28705,Standard,Retail,USA,Hunter,XBOX ONE,60,22441
28706,Standard,Retail,USA,Hunter,XBOX ONE,61,21586
28707,Standard,Retail,USA,Hunter,XBOX ONE,62,21126
28708,Standard,Retail,USA,Hunter,XBOX ONE,63,20364
28709,Standard,Retail,USA,Hunter,XBOX ONE,64,19593
28710,Standard,Retail,USA,Hunter,XBOX ONE,65,18899
28711,Standard,Retail,USA,Hunter,XBOX ONE,66,18211
28712,Standard,Retail,USA,Hunter,XBOX ONE,67,17654
28713,Standard,Retail,USA,Hunter,XBOX ONE,68,16817
28714,Standard,Retail,USA,Hunter,XBOX ONE,69,16476
28715,Standard,Retail,USA,Hunter,XBOX ONE,70,16061
28716,Standard,Retail,USA,Hunter,XBOX ONE,71,15451
28717,Standard,Retail,USA,Hunter,XBOX ONE,72,15241
28718,Standard,Retail,USA,Hunter,XBOX ONE,73,15016
28719,Standard,Retail,USA,Hunter,XBOX ONE,74,14897
28720,Standard,Retail,USA,Hunter,XBOX ONE,75,14733
28721,Standard,Retail,USA,Hunter,XBOX ONE,76,14535
28722,Standard,Retail,USA,Hunter,XBOX ONE,77,14387
28723,Standard,Retail,USA,Hunter,XBOX ONE,78,14174
28724,Standard,Retail,USA,Hunter,XBOX ONE,79,13946
28725,Standard,Retail,USA,Hunter,XBOX ONE,80,13709
28726,Standard,Retail,USA,Hunter,XBOX ONE,81,13379
28727,Standard,Retail,USA,Hunter,XBOX ONE,82,12969
28728,Standard,Retail,USA,Hunter,XBOX ONE,83,12519
28729,Standard,Retail,USA,Hunter,XBOX ONE,84,12171
28730,Standard,Retail,USA,Hunter,XBOX ONE,85,11688
28731,Standard,Retail,USA,Hunter,XBOX ONE,86,11165
28732,Standard,Retail,USA,Hunter,XBOX ONE,87,10610
28733,Standard,Retail,USA,Hunter,XBOX ONE,88,9942
28734,Standard,Retail,USA,Hunter,XBOX ONE,89,9191
28735,Standard,Retail,USA,Hunter,XBOX ONE,90,8217
28736,Standard,Retail,USA,Hunter,XBOX ONE,91,6196
28737,Standard,Retail,USA,Hunter,XBOX ONE,92,2913
28738,Standard,Retail,USA,Hunter,XBOX ONE,93,2912
28739,Standard,Retail,USA,Hunter,XBOX ONE,94,2909
28740,Standard,Retail,USA,Hunter,XBOX ONE,95,2893
28741,Standard,Retail,USA,Hunter,XBOX ONE,96,2901
28742,Standard,Retail,USA,Hunter,XBOX ONE,97,2860
28743,Standard,Retail,USA,Hunter,XBOX ONE,98,2857
28744,Standard,Retail,USA,Hunter,XBOX ONE,99,2831
28745,Standard,Retail,USA,Hunter,XBOX ONE,100,3079
28746,Standard,Retail,USA,Hunter,XBOX ONE,101,2983
28747,Standard,Retail,USA,Hunter,XBOX ONE,102,2958
28748,Standard,Retail,USA,Hunter,XBOX ONE,103,2951
28749,Standard,Retail,USA,Hunter,XBOX ONE,104,3032
28750,Standard,Retail,USA,Hunter,XBOX ONE,105,2621
28751,Standard,Retail,USA,Hunter,XBOX ONE,106,2307
28752,Standard,Retail,USA,Hunter,XBOX ONE,107,2295
28753,Standard,Retail,USA,Hunter,XBOX ONE,108,2253
28754,Standard,Retail,USA,Hunter,XBOX ONE,109,2231
28755,Standard,Retail,USA,Hunter,XBOX ONE,110,2226
28756,Standard,Retail,USA,Hunter,XBOX ONE,111,2201
28757,Standard,Retail,USA,Hunter,XBOX ONE,112,2175
28758,Standard,Retail,USA,Hunter,XBOX ONE,113,2153
28759,Standard,Retail,USA,Hunter,XBOX ONE,114,2127
28760,Standard,Retail,USA,Hunter,XBOX ONE,115,2092
28761,Standard,Retail,USA,Hunter,XBOX ONE,116,1934
28762,Standard,Retail,USA,Hunter,XBOX ONE,117,1802
28763,Standard,Retail,USA,Hunter,XBOX ONE,118,1623
28764,Standard,Retail,USA,Hunter,XBOX ONE,119,1483
28765,Standard,Retail,USA,Hunter,XBOX ONE,120,1331
28766,Standard,Retail,USA,Hunter,XBOX ONE,121,1220
28767,Standard,Retail,USA,Hunter,XBOX ONE,122,1205
28768,Standard,Retail,USA,Hunter,XBOX ONE,123,1164
28769,Standard,Retail,USA,Hunter,XBOX ONE,124,1125
28770,Standard,Retail,USA,Hunter,XBOX ONE,125,1088
28771,Standard,Retail,USA,Hunter,XBOX ONE,126,1065
28772,Standard,Retail,USA,Hunter,XBOX ONE,127,1012
28773,Standard,Retail,USA,Hunter,XBOX ONE,128,957
28774,Standard,Retail,USA,Hunter,XBOX ONE,129,933
28775,Standard,Retail,USA,Hunter,XBOX ONE,130,903
28776,Standard,Retail,USA,Hunter,XBOX ONE,131,880
28777,Standard,Retail,USA,Hunter,XBOX ONE,132,837
28778,Standard,Retail,USA,Hunter,XBOX ONE,133,774
28779,Standard,Retail,USA,Hunter,XBOX ONE,134,702
28780,Standard,Retail,USA,Hunter,XBOX ONE,135,631
28781,Standard,Retail,USA,Hunter,XBOX ONE,136,596
28782,Standard,Retail,USA,Hunter,XBOX ONE,137,507
28783,Standard,Retail,USA,Hunter,XBOX ONE,138,453
28784,Standard,Retail,USA,Hunter,XBOX ONE,139,388
28785,Standard,Retail,USA,Hunter,XBOX ONE,140,305
28786,Standard,Retail,USA,Jungle,PS4,32,7136
28787,Standard,Retail,USA,Jungle,PS4,33,7002
28788,Standard,Retail,USA,Jungle,PS4,34,6791
